MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SaleType,SaleCondition,SalePrice
70,RM,60.0,9600,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,7,7,1925,1990,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Gd,No,LwQ,16,Unf,0,712,728,Ex,832,809,1641,0,1,1,3,Ex,6,1,Detchd,1925.0,Unf,2,546,Fa,0,0,234,8,2006,WD,Normal,178000
60,RL,71.0,7795,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,425,Unf,0,291,716,Ex,716,716,1432,1,2,1,3,Gd,6,1,Attchd,2004.0,Fin,2,432,TA,100,51,0,7,2009,WD,Normal,188500
60,RL,94.0,13005,IR1,Lvl,Corner,NWAmes,Norm,1Fam,2Story,7,7,1980,1980,Gable,CemntBd,CmentBd,BrkFace,278.0,Gd,TA,CBlock,Gd,TA,No,GLQ,692,Unf,0,153,845,TA,1153,1200,2353,1,2,1,4,Ex,10,1,Attchd,1983.0,RFn,2,484,TA,288,195,0,8,2009,WD,Normal,260000
60,FV,75.0,9000,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1088,1088,Ex,1088,871,1959,0,2,1,3,Gd,8,1,Attchd,2006.0,RFn,3,1025,TA,208,46,0,12,2007,WD,Normal,270000
60,RL,90.0,9900,Reg,Low,Inside,NoRidge,Norm,1Fam,2Story,7,5,1993,1993,Gable,HdBoard,HdBoard,BrkFace,256.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,987,Unf,0,360,1347,Ex,1372,1274,2646,1,2,1,4,Gd,9,1,Attchd,1993.0,RFn,3,656,TA,340,60,144,4,2009,WD,Normal,260000
80,RL,70.04995836802665,14115,Reg,Lvl,Inside,NWAmes,Norm,1Fam,SLvl,7,5,1980,1980,Gable,Plywood,Plywood,BrkFace,225.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1036,Unf,0,336,1372,TA,1472,0,1472,1,2,0,3,TA,6,2,Attchd,1980.0,Unf,2,588,TA,233,48,0,6,2009,WD,Normal,187500
60,RL,111.0,16259,Reg,Lvl,Corner,NridgHt,Norm,1Fam,2Story,9,5,2006,2006,Gable,VinylSd,VinylSd,Stone,370.0,TA,TA,PConc,Ex,Gd,Av,Unf,0,Unf,0,1249,1249,Ex,1249,1347,2596,0,3,1,4,Gd,9,0,Attchd,2006.0,RFn,3,840,TA,240,154,0,9,2006,New,Partial,342643
60,RL,99.0,12099,IR1,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,388.0,Gd,TA,PConc,Ex,TA,Av,GLQ,970,Unf,0,166,1136,Ex,1136,1332,2468,1,2,1,4,Gd,10,1,BuiltIn,2004.0,Fin,3,872,TA,184,154,0,6,2007,WD,Normal,354000
60,RL,86.0,10380,IR1,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,5,1986,1987,Gable,Plywood,Plywood,BrkFace,172.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,28,ALQ,1474,0,1502,Ex,1553,1177,2730,1,2,1,4,Gd,8,1,Attchd,1987.0,Fin,2,576,TA,201,96,0,8,2007,WD,Normal,301000
20,RM,49.0,5820,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,3,8,1955,2005,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,256,Unf,0,906,1162,Ex,1163,0,1163,1,1,0,3,TA,6,0,Attchd,1955.0,Unf,1,220,Fa,142,98,0,7,2006,WD,Normal,126175
80,RL,96.0,11275,Reg,Lvl,Corner,NAmes,PosN,1Fam,SLvl,7,7,1967,2007,Mansard,Wd Sdng,Wd Sdng,BrkFace,300.0,Gd,Gd,CBlock,Gd,TA,No,Unf,0,Unf,0,710,710,Ex,1898,1080,2978,0,2,1,5,Gd,11,1,BuiltIn,1961.0,Fin,2,564,TA,240,0,0,6,2010,WD,Normal,242000
45,RM,50.0,5000,Reg,Lvl,Inside,IDOTRR,RRAe,1Fam,1.5Unf,5,6,1941,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,116,Unf,0,604,720,Po,803,0,803,0,1,0,2,TA,5,0,Detchd,1941.0,Unf,2,360,TA,0,0,244,12,2007,WD,Normal,87000
120,RL,32.0,10846,IR1,Lvl,CulDSac,Veenker,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1619,Unf,0,100,1719,Ex,1719,0,1719,2,1,1,1,Gd,6,2,Attchd,1993.0,Fin,2,473,TA,122,30,0,5,2008,Con,Normal,324000
20,RL,80.0,11600,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,5,1960,1960,Hip,Wd Sdng,Wd Sdng,BrkFace,175.0,TA,TA,CBlock,TA,TA,No,Rec,565,Unf,0,818,1383,TA,1383,0,1383,0,1,1,3,TA,7,0,Attchd,1960.0,RFn,1,292,TA,0,45,0,4,2006,WD,Normal,145250
75,RL,70.04995836802665,11888,IR1,Bnk,Inside,BrkSide,PosN,1Fam,2.5Unf,6,6,1916,1994,Gable,Wd Sdng,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,844,844,Gd,1445,689,2134,0,2,0,5,Gd,10,0,Detchd,1930.0,Unf,2,441,TA,0,60,268,7,2009,WD,Normal,214500
70,RM,60.0,6402,Reg,Lvl,Corner,IDOTRR,Norm,1Fam,2Story,5,5,1920,1950,Gable,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0,Unf,0,596,596,TA,596,596,1192,0,1,0,3,TA,6,0,Detchd,1920.0,Unf,1,189,Fa,0,0,137,7,2009,WD,Normal,78000
90,RL,70.04995836802665,10624,IR1,Lvl,Inside,NAmes,Norm,Duplex,1Story,5,4,1964,1964,Gable,HdBoard,HdBoard,BrkFace,84.0,TA,TA,CBlock,TA,TA,No,GLQ,40,Rec,264,1424,1728,TA,1728,0,1728,0,2,0,6,TA,10,0,Detchd,2002.0,Unf,1,352,TA,155,0,0,11,2007,WD,Normal,119000
20,RL,70.0,8176,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1958,1992,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,846,Unf,0,210,1056,Fa,1056,0,1056,1,1,0,3,TA,6,0,Attchd,1958.0,RFn,1,308,TA,0,0,0,8,2007,WD,Normal,139000
20,RL,85.0,10655,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,296.0,Gd,TA,PConc,Gd,TA,No,GLQ,1124,Unf,479,1603,3206,Ex,1629,0,1629,1,2,0,3,Gd,7,1,Attchd,2003.0,RFn,3,880,TA,0,0,0,10,2009,WD,Normal,284000
120,RM,59.0,8198,Reg,Lvl,FR3,NridgHt,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Stone,146.0,Gd,TA,PConc,Gd,TA,Av,GLQ,720,Unf,0,638,1358,Ex,1358,0,1358,1,2,0,2,Gd,6,1,Attchd,2004.0,RFn,2,484,TA,192,30,0,7,2008,WD,Normal,207000
60,RL,59.0,9042,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,1998,1998,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,828,Unf,0,115,943,Gd,943,695,1638,1,2,1,3,TA,7,2,Attchd,1998.0,Fin,2,472,TA,100,38,0,7,2008,WD,Normal,192000
190,RL,70.04995836802665,164660,IR1,HLS,Corner,Timber,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,1249,BLQ,147,103,1499,Ex,1619,167,1786,2,2,0,3,TA,7,2,Attchd,1965.0,Fin,2,529,TA,670,0,0,8,2008,WD,Normal,228950
20,RL,86.0,14157,IR1,HLS,Corner,StoneBr,Norm,1Fam,1Story,9,5,2005,2006,Hip,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1249,Unf,0,673,1922,Ex,1922,0,1922,1,2,0,3,Gd,8,1,Attchd,2005.0,Fin,3,676,TA,178,51,0,7,2007,WD,Normal,377426
20,RL,70.0,9135,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2002,2003,Gable,VinylSd,VinylSd,BrkFace,113.0,Gd,TA,PConc,Gd,TA,Av,GLQ,810,Unf,0,726,1536,Ex,1536,0,1536,1,2,0,3,Gd,7,0,Attchd,2002.0,RFn,2,532,TA,192,74,0,12,2008,WD,Normal,214000
20,RL,91.0,14145,Reg,Lvl,Corner,NWAmes,Norm,1Fam,1Story,7,7,1984,1998,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,213,Unf,0,995,1208,Ex,1621,0,1621,1,2,0,3,Gd,8,0,Attchd,1984.0,RFn,2,440,TA,108,45,0,5,2006,WD,Normal,202500
20,RL,66.0,12400,IR1,Lvl,Inside,NAmes,Feedr,1Fam,1Story,6,7,1958,1998,Hip,Wd Sdng,Wd Sdng,BrkFace,176.0,TA,TA,CBlock,TA,Fa,No,Rec,585,Unf,0,630,1215,TA,1215,0,1215,0,1,0,3,TA,6,0,Attchd,1958.0,Unf,1,297,TA,0,0,0,6,2009,WD,Normal,155000
60,RL,85.0,14191,Reg,Lvl,Inside,Timber,Norm,1Fam,2Story,8,5,2002,2002,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,967,967,Ex,993,915,1908,0,2,1,4,Gd,9,0,Attchd,2002.0,Fin,2,431,TA,135,0,0,4,2010,WD,Normal,202900
20,RH,60.0,8400,Reg,Lvl,Inside,SawyerW,Feedr,1Fam,1Story,4,4,1950,1950,Gable,Wd Sdng,AsbShng,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,721,721,Gd,841,0,841,0,1,0,2,TA,4,0,CarPort,1950.0,Unf,1,294,TA,250,0,24,9,2009,WD,Normal,82000
90,RL,70.04995836802665,8544,Reg,Lvl,Inside,NAmes,Norm,Duplex,1Story,3,4,1949,1950,Gable,Stucco,Stucco,BrkFace,340.0,TA,TA,Slab,TA,TA,No,Unf,0,Unf,0,0,0,Fa,1040,0,1040,0,2,0,2,TA,6,0,Detchd,1949.0,Unf,2,400,TA,0,0,0,5,2006,WD,Normal,87500
120,RL,63.0,8849,IR1,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,MetalSd,MetalSd,BrkFace,616.0,Ex,TA,PConc,Ex,TA,No,GLQ,28,Unf,0,1656,1684,Ex,1684,0,1684,0,2,0,2,Ex,6,1,Attchd,2005.0,RFn,2,564,TA,495,72,0,7,2008,WD,Normal,266000
160,RM,36.0,2592,Reg,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,5,3,1976,1976,Gable,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,No,Rec,129,BLQ,232,175,536,TA,536,576,1112,0,1,1,3,TA,4,0,Attchd,1976.0,Unf,1,336,TA,182,0,0,4,2010,WD,Normal,85000
50,RL,65.0,6435,Reg,Lvl,Inside,BrkSide,RRAn,1Fam,1.5Fin,6,5,1939,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,972,972,Gd,972,605,1577,0,1,0,3,Fa,6,1,Detchd,1939.0,Unf,1,312,TA,0,0,0,10,2006,WD,Normal,140200
20,RL,70.04995836802665,12772,IR1,Lvl,CulDSac,NAmes,Norm,1Fam,1Story,6,8,1960,1998,Hip,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,498,Unf,0,460,958,TA,958,0,958,0,1,0,2,TA,5,0,Attchd,1960.0,RFn,1,301,TA,0,0,0,4,2007,WD,Normal,151500
20,RL,70.04995836802665,17600,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,5,1960,1960,Gable,Wd Sdng,Wd Sdng,BrkFace,30.0,TA,TA,CBlock,TA,TA,No,BLQ,1270,Unf,0,208,1478,Ex,1478,0,1478,1,2,0,3,TA,6,2,Attchd,1960.0,Unf,2,498,TA,0,40,0,12,2009,WD,Normal,157500
160,RL,36.0,2448,Reg,Lvl,Inside,NridgHt,Norm,Twnhs,2Story,7,5,2003,2004,Gable,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,GLQ,573,Unf,0,191,764,Ex,764,862,1626,1,2,1,2,Gd,6,0,BuiltIn,2003.0,RFn,2,474,TA,0,27,0,10,2008,WD,Normal,154000
60,RL,56.0,20431,IR2,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,5,2005,2006,Hip,CemntBd,CmentBd,BrkFace,870.0,Ex,TA,PConc,Ex,TA,No,GLQ,1410,Unf,0,438,1848,Ex,1848,880,2728,1,2,1,4,Ex,10,2,Attchd,2006.0,Fin,3,706,TA,0,0,0,4,2006,New,Partial,437154
120,RL,68.0,7820,IR1,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,9,5,2007,2007,Hip,MetalSd,MetalSd,BrkFace,362.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1869,1869,Ex,1869,0,1869,0,2,0,2,Ex,6,1,Attchd,2007.0,RFn,2,617,TA,210,54,0,12,2007,New,Partial,318061
120,RL,70.04995836802665,5271,IR1,Low,Inside,ClearCr,Norm,1Fam,1Story,7,5,1986,1986,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,1082,Unf,0,371,1453,Gd,1453,0,1453,1,1,1,2,Gd,6,1,Attchd,1986.0,RFn,2,445,TA,0,80,0,12,2006,WD,Abnorml,190000
50,RL,60.0,9084,Reg,Lvl,Inside,Edwards,Artery,1Fam,1.5Fin,5,6,1941,1950,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,Mn,LwQ,236,Rec,380,0,616,TA,616,495,1111,0,1,0,3,TA,5,0,Detchd,1941.0,Unf,1,200,TA,48,0,0,3,2008,ConLw,Normal,95000
30,RM,60.0,8520,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,6,8,1928,2003,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,624,624,Gd,720,0,720,0,1,0,2,TA,5,0,Detchd,2005.0,Unf,2,484,TA,106,0,0,5,2010,WD,Normal,105900
50,RL,60.0,8400,Reg,Bnk,Inside,SWISU,Norm,1Fam,1.5Fin,6,5,1940,2000,Gable,Wd Sdng,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,388,Unf,0,552,940,Ex,1192,403,1595,0,1,0,2,TA,6,2,Attchd,1940.0,Unf,1,240,TA,0,0,108,6,2006,WD,Normal,140000
20,RL,105.0,11249,IR2,Lvl,Inside,CollgCr,Norm,1Fam,1Story,6,5,1995,1995,Gable,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,334,BLQ,544,322,1200,Ex,1200,0,1200,1,2,0,3,Gd,6,0,Attchd,1995.0,RFn,2,521,TA,0,26,0,8,2007,WD,Normal,177500
20,RL,70.04995836802665,9248,IR1,Lvl,Inside,Gilbert,Norm,1Fam,1Story,6,6,1992,1992,Gable,HdBoard,HdBoard,BrkFace,106.0,TA,TA,PConc,Gd,TA,No,GLQ,560,Unf,0,598,1158,Gd,1167,0,1167,1,2,0,3,Gd,6,0,Attchd,1992.0,RFn,2,400,TA,120,26,0,7,2009,WD,Normal,173000
120,RM,44.0,4224,Reg,Lvl,Inside,MeadowV,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,874,Unf,0,268,1142,TA,1142,0,1142,1,1,1,3,TA,6,1,Attchd,1976.0,Fin,2,528,TA,536,90,0,8,2007,WD,Normal,134000
80,RL,92.0,6930,IR1,Lvl,Inside,ClearCr,Norm,1Fam,SLvl,5,4,1958,1958,Hip,Wd Sdng,ImStucc,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,BLQ,300,Rec,294,468,1062,Ex,1352,0,1352,0,1,0,3,Gd,6,0,BuiltIn,1958.0,Unf,1,288,TA,168,0,294,7,2006,WD,Abnorml,130000
60,RL,78.0,12011,IR1,Lvl,CulDSac,NoRidge,Norm,1Fam,2Story,8,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,530.0,Gd,TA,PConc,Gd,TA,Av,GLQ,956,Unf,0,130,1086,Ex,1086,838,1924,1,2,1,3,Gd,7,1,Attchd,1998.0,RFn,2,592,TA,208,75,0,6,2006,WD,Normal,280000
85,RL,70.04995836802665,7540,IR1,Lvl,CulDSac,Mitchel,Norm,1Fam,SFoyer,6,6,1978,1978,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,773,Unf,0,115,888,Ex,912,0,912,1,1,0,2,TA,5,1,Attchd,1978.0,RFn,2,470,TA,0,0,0,6,2007,WD,Normal,156000
50,RL,70.04995836802665,9144,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,5,5,1940,1982,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,399,Unf,0,484,883,Gd,988,517,1505,1,1,0,3,TA,8,0,Detchd,1940.0,Unf,1,240,TA,0,0,0,7,2008,WD,Normal,145000
85,RL,64.0,7301,Reg,Lvl,Corner,Edwards,Norm,1Fam,SFoyer,7,5,2003,2003,Gable,HdBoard,HdBoard,BrkFace,500.0,Gd,TA,Slab,TA,TA,No,Unf,0,Unf,0,0,0,Ex,495,1427,1922,0,3,0,4,Gd,7,1,BuiltIn,2003.0,RFn,2,672,TA,0,0,177,7,2009,ConLD,Normal,198500
160,RM,21.0,1680,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,8,1972,2007,Gable,HdBoard,HdBoard,BrkFace,510.0,TA,TA,CBlock,TA,TA,No,ALQ,162,Unf,0,321,483,Gd,483,504,987,0,1,1,2,Gd,5,0,Detchd,1972.0,Unf,1,264,TA,250,0,0,5,2009,WD,Normal,118000
60,RL,70.04995836802665,18800,IR1,Lvl,FR2,NWAmes,Norm,1Fam,2Story,6,5,1976,1976,Gable,HdBoard,HdBoard,BrkFace,120.0,TA,TA,PConc,Gd,TA,Mn,GLQ,712,Unf,0,84,796,TA,790,784,1574,1,2,1,3,TA,6,1,Attchd,1976.0,Fin,2,566,TA,306,111,0,7,2006,WD,Normal,190000
70,RM,59.0,10690,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,2Story,5,7,1920,1997,Hip,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Fa,No,Rec,456,Unf,0,216,672,Gd,672,672,1344,0,1,0,3,TA,6,0,Detchd,1964.0,Unf,1,468,TA,0,128,218,7,2009,WD,Normal,147000
20,RL,70.04995836802665,9500,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,5,1963,1963,Gable,Plywood,Plywood,BrkFace,247.0,TA,TA,CBlock,Gd,TA,No,BLQ,609,Unf,0,785,1394,Gd,1394,0,1394,1,1,1,3,TA,6,2,Attchd,1963.0,RFn,2,514,TA,0,76,0,7,2009,WD,Normal,159000
80,RL,101.0,9150,IR1,Lvl,Corner,NAmes,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Plywood,Plywood,BrkFace,305.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,371,Unf,0,728,1099,Gd,1431,0,1431,0,1,0,3,TA,6,1,Basment,1962.0,RFn,1,296,TA,64,110,0,12,2008,WD,Normal,165000
20,RL,78.0,7800,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1954,1954,Gable,HdBoard,HdBoard,BrkFace,200.0,TA,TA,PConc,TA,TA,No,LwQ,540,Unf,0,728,1268,Gd,1268,0,1268,0,1,0,2,TA,7,1,Attchd,1954.0,Fin,1,244,TA,0,98,0,3,2010,WD,Normal,132000
20,RL,70.04995836802665,9830,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,7,1959,2006,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,72,Rec,258,733,1063,Ex,1287,0,1287,1,1,0,3,Gd,7,1,Detchd,1997.0,Fin,2,576,TA,364,17,0,3,2010,WD,Normal,162000
60,RL,70.04995836802665,8121,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,953,953,Ex,953,711,1664,0,2,1,3,TA,7,1,Attchd,2000.0,RFn,2,460,TA,100,40,0,1,2006,WD,Normal,172400
50,RL,80.0,17120,Reg,Lvl,Inside,ClearCr,Feedr,1Fam,1.5Fin,4,4,1959,1959,Gable,WdShing,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,0,0,TA,1120,468,1588,0,2,0,4,TA,7,1,Detchd,1991.0,Fin,2,680,TA,0,59,0,7,2008,WD,Normal,134432
120,RL,50.0,7175,Reg,Lvl,Inside,SawyerW,Norm,TwnhsE,1Story,6,5,1984,1984,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,623,LwQ,121,0,744,TA,752,0,752,1,1,0,2,TA,4,0,Attchd,1984.0,Unf,1,264,TA,353,0,0,2,2010,WD,Normal,125000
20,RL,79.0,10634,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1953,1953,Gable,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,428,LwQ,180,0,608,TA,1319,0,1319,1,1,0,3,TA,5,0,Attchd,1953.0,Unf,1,270,TA,66,0,0,11,2009,WD,Normal,123000
60,RL,65.0,8200,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2003,2004,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,847,847,Ex,847,1081,1928,0,2,1,4,Gd,8,1,BuiltIn,2003.0,Fin,2,434,TA,100,48,0,7,2007,WD,Normal,219500
30,RL,70.04995836802665,10020,IR1,Low,Inside,Edwards,Norm,1Fam,1Story,1,1,1922,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,BrkTil,Fa,Po,Gd,BLQ,350,Unf,0,333,683,Gd,904,0,904,1,0,1,1,Fa,4,0,Attchd,2005.0,Unf,0,0,TA,0,0,0,3,2009,WD,Normal,61000
85,RL,57.0,8846,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,298,Unf,0,572,870,Ex,914,0,914,0,1,0,2,TA,5,0,Detchd,1998.0,Unf,2,576,TA,0,0,0,7,2006,WD,Normal,148000
60,FV,102.0,11143,IR1,Lvl,Corner,Somerst,Norm,1Fam,2Story,8,5,2004,2005,Gable,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1580,1580,Ex,1580,886,2466,0,3,0,4,Gd,8,1,Attchd,2004.0,RFn,2,610,TA,159,214,0,12,2007,WD,Normal,340000
20,RL,88.0,11394,Reg,Lvl,Corner,StoneBr,Norm,1Fam,1Story,9,2,2010,2010,Hip,VinylSd,VinylSd,Stone,350.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1445,Unf,0,411,1856,Ex,1856,0,1856,1,1,1,1,Ex,8,1,Attchd,2010.0,Fin,3,834,TA,113,0,0,6,2010,New,Partial,394432
60,RL,60.0,8123,IR1,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,BrkFace,16.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,982,982,Ex,1007,793,1800,0,2,1,3,TA,7,1,Attchd,2000.0,Fin,2,463,TA,100,63,0,6,2009,WD,Normal,179000
50,RL,50.0,5000,Reg,Lvl,Inside,SWISU,Norm,1Fam,1.5Fin,5,6,1924,1950,Gable,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,218,Unf,0,808,1026,TA,1026,665,1691,0,2,0,3,Gd,6,1,Detchd,1924.0,Unf,1,308,TA,0,0,242,5,2010,WD,Normal,127000
20,FV,60.0,7200,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1293,1293,Ex,1301,0,1301,1,2,0,2,Gd,5,1,Attchd,2006.0,RFn,2,572,TA,216,121,0,8,2006,New,Partial,187750
60,RL,79.0,9245,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,939,939,Ex,939,858,1797,0,2,1,3,Gd,8,0,Attchd,2006.0,RFn,2,639,TA,144,53,0,4,2007,WD,Normal,213500
45,RH,60.0,9000,Reg,Lvl,Corner,SawyerW,Norm,1Fam,1.5Unf,6,3,1928,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0,Unf,0,784,784,TA,784,0,784,0,1,0,2,TA,5,0,Detchd,1950.0,Unf,2,360,Fa,0,0,91,10,2009,WD,Normal,76000
60,RL,70.04995836802665,53107,IR2,Low,Corner,ClearCr,Feedr,1Fam,2Story,6,5,1992,1992,Gable,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,985,Unf,0,595,1580,Ex,1079,874,1953,1,2,1,3,Gd,9,2,Attchd,1992.0,Fin,2,501,TA,216,231,0,6,2007,WD,Normal,240000
120,RL,43.0,3182,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,8,5,2004,2005,Gable,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1232,1256,Ex,1269,0,1269,0,2,0,2,Gd,6,1,Attchd,2004.0,Fin,2,430,TA,146,20,0,4,2010,WD,Normal,192000
